ILA055	24.7367	121.8162	304	5	24.43635	121.909666667	24.15	6.24	265.9574	844.0	34.59	51.84	146.8	130.1	180.0	D0421900.SMT	SMTA	2.01908072127e+13	344.0
ILA018	24.6783	121.6882	181	4	24.43635	121.909666667	24.15	6.24	497.4712	82.0	35.08	19.86	45.22	38.98	240.0	L8121900.SMT	SMTA	2.01908072127e+13	320.0
ILA030	24.7233	121.7637	083	5	24.43635	121.909666667	24.15	6.24	198.5112	726.0	35.21	91.48	87.24	94.38	101.0	08321900.CVA	CVA	2.01908072127e+13	335.0
ILA038	24.7183	121.744	335	5	24.43635	121.909666667	24.15	6.24	243.8529	467.0	35.6	38.36	98.36	86.46	300.0	N3521900.SMT	SMTA	2.01908072127e+13	332.0
ILA004	24.7433	121.7907	522	5	24.43635	121.909666667	24.15	6.24	121.4493	1126.0	36.08	41.92	86.56	73.7	260.1	52221900.MNS	NANO	2.01908072127e+13	340.0
ILA022	24.6667	121.6508	182	4	24.43635	121.909666667	24.15	6.24	779.84	27.0	36.6	21.16	45.34	39.32	204.1	18221900.MNS	NANO	2.01908072127e+13	314.0
ILA056	24.7583	121.8143	313	5	24.43635	121.909666667	24.15	6.24	221.287	1094.0	37.02	28.5	91.22	113.02	180.0	D1321900.SMT	SMTA	2.01908072127e+13	345.0
ILA013	24.7333	121.7377	087	5	24.43635	121.909666667	24.15	6.24	224.545918952	661.0	37.29	28.7	146.94	125.66	92.0	08721900.CVA	CVA	2.01908072128e+13	332.0
ILA017	24.7167	121.6887	392	4	24.43635	121.909666667	24.15	6.24	627.4182	36.4	38.37	26.34	42.52	45.4	205.1	39221900.MNS	NANO	2.01908072127e+13	324.0
TRB039	24.7533	121.7587	016	5	24.43635	121.909666667	24.15	6.24	0.0	0.0	38.38	31.96	95.54	88.14	88.0	01621900.CVA	CVA	2.01908072128e+13	337.0
ILA028	24.7533	121.7547	089	5	24.43635	121.909666667	24.15	6.24	218.3803	710.0	38.48	67.88	126.02	134.2	86.0	08921900.CVA	CVA	2.01908072128e+13	336.0
ILA070	24.7533	121.7557	239	5	24.43635	121.909666667	24.15	6.24	294.993861729	646.0	38.55	56.52	177.04	135.7	240.0	M3921900.SMT	SMTA	2.01908072127e+13	336.0
ILA051	24.7167	121.6828	236	4	24.43635	121.909666667	24.15	6.24	535.236396075	41.0	38.75	25.18	41.84	63.7	120.0	C3621900.SMT	SMTA	2.01908072127e+13	324.0
ILA040	24.7717	121.7988	387	5	24.43635	121.909666667	24.15	6.24	188.3537	1154.0	38.87	55.5	101.36	124.56	180.0	D8721900.SMT	SMTA	2.01908072127e+13	343.0
ILA037	24.7433	121.7228	485	5	24.43635	121.909666667	24.15	6.24	212.9296	447.0	38.93	92.24	103.66	123.36	234.8	48521900.MNS	NANO	2.01908072127e+13	331.0
ILA049	24.7633	121.7563	288	5	24.43635	121.909666667	24.15	6.24	242.409953224	611.0	39.46	33.76	175.74	94.64	180.0	C8821900.SMT	SMTA	2.01908072127e+13	337.0
ILA021	24.71	121.653	104	4	24.43635	121.909666667	24.15	6.24	546.35473206	86.0	40.06	19.38	32.8	22.38	64.0	10421900.CVA	CVA	2.01908072128e+13	320.0
HWA025	24.1617	121.6522	176	3	24.43635	121.909666667	24.15	6.24	483.09178744	85.7662	40.11	13.34	16.94	13.32	212.9	17621900.MNS	NANO	2.01908072127e+13	221.0
ILA029	24.77	121.7543	237	4	24.43635	121.909666667	24.15	6.24	186.9741	567.0	40.3	61.88	74.06	56.52	223.2	23721900.MNS	NANO	2.01908072127e+13	337.0
MTN181	24.535	121.5265	188	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	40.36	14.5	22.2	25.64	208.7	18821900.MNS	NANO	2.01908072127e+13	286.0
ILA023	24.6783	121.6095	454	4	24.43635	121.909666667	24.15	6.24	555.442656218	71.0	40.56	28.18	57.24	56.92	213.7	45421900.MNS	NANO	2.01908072127e+13	311.0
ILA039	24.7633	121.7298	317	4	24.43635	121.909666667	24.15	6.24	222.8089	247.0	40.57	29.46	71.02	68.04	240.0	N1721900.SMT	SMTA	2.01908072127e+13	333.0
ILA025	24.6367	121.5737	417	5	24.43635	121.909666667	24.15	6.24	669.99	13.0	40.71	20.8	105.44	98.74	240.0	O1721900.SMT	SMTA	2.01908072127e+13	303.0
ILA016	24.7467	121.6907	309	4	24.43635	121.909666667	24.15	6.24	269.7101	208.2	41.03	31.86	54.46	58.7	223.2	30921900.MNS	NANO	2.01908072127e+13	327.0
ILA012	24.7783	121.744	079	5	24.43635	121.909666667	24.15	6.24	255.4818	248.0	41.58	25.98	59.6	100.84	83.0	07921900.CVA	CVA	2.01908072127e+13	336.0
ILA034	24.8017	121.8142	236	4	24.43635	121.909666667	24.15	6.24	217.6665	783.0	41.64	25.26	64.2	66.32	300.0	M3621900.SMT	SMTA	2.01908072127e+13	347.0
ILA036	24.7867	121.7595	082	5	24.43635	121.909666667	24.15	6.24	179.0237	447.0	41.76	29.52	72.52	80.46	86.0	08221900.CVA	CVA	2.01908072128e+13	339.0
HWA057	24.1583	121.623	320	4	24.43635	121.909666667	24.15	6.24	814.87	8.3	42.34	8.28	27.84	20.64	120.0	D2021900.SMT	SMTA	2.01908072127e+13	223.0
HWA046	24.1467	121.6292	380	4	24.43635	121.909666667	24.15	6.24	643.7078	119.5	42.8	13.16	24.1	27.76	205.3	38021901.MNS	NANO	2.01908072127e+13	222.0
HWA047	24.125	121.6548	366	3	24.43635	121.909666667	24.15	6.24	543.675244654	141.0	43.06	8.38	0.0	14.34	240.0	N6621900.SMT	SMTA	2.01908072127e+13	217.0
ILA015	24.7783	121.6992	425	4	24.43635	121.909666667	24.15	6.24	776.8007	18.5	43.53	20.54	55.72	38.04	240.0	O2521900.SMT	SMTA	2.01908072127e+13	331.0
ILA063	24.6117	121.5258	415	4	24.43635	121.909666667	24.15	6.24	1002.6738	14.5	43.54	18.42	44.96	43.1	240.0	O1521900.SMT	SMTA	2.01908072127e+13	297.0
ILA074	24.6017	121.5128	676	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	44.22	18.78	21.84	33.9	120.0	G7621900.SMT	SMTA	2.01908072127e+13	295.0
ILA020	24.7533	121.6357	433	4	24.43635	121.909666667	24.15	6.24	453.549	45.0	44.8	22.9	65.26	67.82	206.4	43321900.MNS	NANO	2.01908072127e+13	322.0
ILA035	24.8217	121.7685	538	5	24.43635	121.909666667	24.15	6.24	293.0976	258.0	45.08	19.92	81.72	47.98	227.0	53821900.MNS	NANO	2.01908072127e+13	342.0
ILA069	24.8417	121.9437	673	4	24.43635	121.909666667	24.15	6.24	500.0	39.0	45.14	9.82	31.5	13.06	240.0	G7321900.SMT	SMTA	2.01908072127e+13	4.0
HWA069	24.1717	121.5713	375	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	45.15	15.54	29.14	27.14	240.0	N7521900.SMT	SMTA	2.01908072127e+13	230.0
TRB040	24.825	121.7745	019	5	24.43635	121.909666667	24.15	6.24	0.0	0.0	45.21	19.82	82.66	59.16	86.0	01921900.CVA	CVA	2.01908072127e+13	342.0
HWA026	24.1167	121.6245	390	3	24.43635	121.909666667	24.15	6.24	460.9357	111.1	45.61	19.14	16.82	20.54	210.8	39021900.MNS	NANO	2.01908072127e+13	219.0
ILA002	24.8417	121.8048	355	4	24.43635	121.909666667	24.15	6.24	220.6775	242.0	46.28	16.8	70.0	66.2	217.8	35521900.MNS	NANO	2.01908072127e+13	347.0
ILA073	24.8533	121.8302	472	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	46.9	21.34	50.02	48.56	240.0	O7221900.SMT	SMTA	2.01908072127e+13	350.0
ILA033	24.8617	121.8275	504	4	24.43635	121.909666667	24.15	6.24	253.5711	27.5	47.99	26.36	40.1	54.98	208.6	50421900.MNS	NANO	2.01908072127e+13	350.0
MTN135	24.7583	121.5875	410	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	48.46	25.22	37.4	57.94	214.1	41021900.MNS	NANO	2.01908072127e+13	318.0
MTN129	24.4867	121.4267	109	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	49.29	7.48	12.04	10.86	82.0	T109001.356	A900	2.01908072128e+13	277.0
HWA023	24.08	121.6045	488	2	24.43635	121.909666667	24.15	6.24	623.13	32.0	50.08	5.96	5.02	7.02	120.0	E8821900.SMT	SMTA	2.01908072127e+13	218.0
MTN139	24.65	121.4748	424	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	50.09	21.82	39.92	54.68	207.6	42421900.MNS	NANO	2.01908072127e+13	298.0
HWA072	24.2067	121.4817	464	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	50.33	14.4	26.64	20.84	240.0	O6421900.SMT	SMTA	2.01908072127e+13	240.0
MTN125	24.8367	121.6482	141	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	51.72	31.86	76.78	77.3	207.5	14121900.MNS	NANO	2.01908072127e+13	329.0
HWA027	24.0533	121.5985	396	3	24.43635	121.909666667	24.15	6.24	434.5623	48.1	52.87	8.42	21.26	12.94	209.8	39621900.MNS	NANO	2.01908072127e+13	217.0
MTN160	24.205	121.4517	431	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	53.0	4.16	11.18	8.36	197.5	43121900.MNS	NANO	2.01908072127e+13	241.0
MTN127	24.59	121.4118	184	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	53.26	10.4	29.42	20.96	201.3	18421900.MNS	NANO	2.01908072127e+13	289.0
ILA067	24.4367	121.3813	411	4	24.43635	121.909666667	24.15	6.24	806.78	20.0	53.57	8.66	28.0	20.22	240.0	O1121900.SMT	SMTA	2.01908072127e+13	270.0
MND006	24.015	121.623	497	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	54.88	7.22	20.74	12.42	62.0	T497001.219	A900	2.01908072128e+13	212.0
MND025	24.0267	121.5888	575	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	55.76	15.14	25.56	29.5	68.0	T575001.356	A900	2.01908072128e+13	216.0
HWA028	24.0133	121.6095	335	3	24.43635	121.909666667	24.15	6.24	404.9129	221.1	55.8	7.26	15.7	13.54	218.6	33521900.MNS	NANO	2.01908072127e+13	213.0
TAP129	24.7767	121.5025	468	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	55.9	24.52	44.06	37.34	240.0	O6821900.SMT	SMTA	2.01908072127e+13	312.0
HWA012	23.9917	121.6313	354	3	24.43635	121.909666667	24.15	6.24	409.7805	118.0	56.76	6.12	12.76	11.44	240.0	N5421900.SMT	SMTA	2.01908072127e+13	210.0
TRB042	24.0	121.6038	025	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	57.42	9.38	16.9	30.4	75.0	02521900.CVA	CVA	2.01908072128e+13	213.0
HWA007	23.985	121.6262	125	3	24.43635	121.909666667	24.15	6.24	378.853107016	99.0	57.55	5.72	12.16	14.86	62.0	12521900.CVA	CVA	2.01908072128e+13	210.0
HWA048	24.0083	121.5805	121	3	24.43635	121.909666667	24.15	6.24	349.7937	255.0	57.9	6.94	16.02	15.68	71.0	12121900.CVA	CVA	2.01908072127e+13	215.0
MTN175	24.3667	121.339	007	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	58.37	5.56	8.06	7.46	78.0	T007001.356	A900	2.01908072128e+13	263.0
HWA011	23.995	121.5948	131	4	24.43635	121.909666667	24.15	6.24	360.83714217	311.0	58.38	7.16	25.62	21.64	79.0	13121900.CVA	CVA	2.01908072128e+13	213.0
HWA062	23.9783	121.6198	675	3	24.43635	121.909666667	24.15	6.24	605.693519079	204.0	58.52	5.26	11.94	8.58	120.0	G7521900.SMT	SMTA	2.01908072128e+13	210.0
HWA063	23.9933	121.593	315	3	24.43635	121.909666667	24.15	6.24	288.926347075	257.6152	58.65	8.58	17.78	13.88	240.0	N1521900.SMT	SMTA	2.01908072127e+13	213.0
HWA008	23.9867	121.603	122	3	24.43635	121.909666667	24.15	6.24	297.02970297	202.0	58.68	9.6	14.7	14.0	77.0	12221900.CVA	CVA	2.01908072128e+13	212.0
MND016	23.9767	121.6158	060	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	58.95	7.9	7.66	11.48	57.0	06021900.CVA	CVA	2.01908072128e+13	210.0
MTN105	24.8383	121.5285	255	4	24.43635	121.909666667	24.15	6.24	781.07	9.0	58.99	26.9	29.16	24.34	82.0	T255001.219	A900	2.01908072127e+13	319.0
TAP085	24.9383	121.7122	429	4	24.43635	121.909666667	24.15	6.24	895.1216	9.5	59.09	13.04	37.52	26.22	203.8	42921900.MNS	NANO	2.01908072127e+13	340.0
ILA054	24.97	121.9258	301	4	24.43635	121.909666667	24.15	6.24	783.09	9.5	59.17	9.0	24.2	33.34	120.0	D0121900.SMT	SMTA	2.01908072127e+13	2.0
HWA019	23.975	121.6135	201	3	24.43635	121.909666667	24.15	6.24	503.524672709	216.1	59.29	5.48	13.06	11.58	226.8	20121900.MNS	NANO	2.01908072127e+13	210.0
HWA050	23.9867	121.5908	118	4	24.43635	121.909666667	24.15	6.24	343.439358	188.8793	59.3	6.98	17.62	29.2	79.0	11821900.CVA	CVA	2.01908072128e+13	213.0
TAP124	24.8633	121.5533	574	4	24.43635	121.909666667	24.15	6.24	655.740832288	34.8246	59.51	17.2	27.74	25.82	197.4	57421900.MNS	NANO	2.01908072127e+13	323.0
HWA010	23.9783	121.6027	135	3	24.43635	121.909666667	24.15	6.24	249.677499896	186.0	59.55	5.68	18.1	12.6	73.0	13521900.CVA	CVA	2.01908072127e+13	212.0
TAP127	24.9717	121.8255	328	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	59.92	11.92	24.54	28.76	240.0	D2821900.SMT	SMTA	2.01908072127e+13	352.0
HWA013	23.975	121.5985	374	3	24.43635	121.909666667	24.15	6.24	336.757029803	330.4	60.03	6.82	16.52	16.82	300.0	N7421900.SMT	SMTA	2.01908072127e+13	212.0
HWA014	23.97	121.6057	136	3	24.43635	121.909666667	24.15	6.24	279.955207167	267.0	60.07	8.14	17.46	12.76	73.0	13621900.CVA	CVA	2.01908072128e+13	211.0
HWA049	23.9917	121.5645	373	3	24.43635	121.909666667	24.15	6.24	509.337860781	203.0	60.32	5.24	8.48	10.14	240.0	N7321900.SMT	SMTA	2.01908072127e+13	216.0
TCU085	24.6733	121.3665	383	3	24.43635	121.909666667	24.15	6.24	1037.8827	12.5	60.98	13.22	24.44	24.86	240.0	N8321900.SMT	SMTA	2.01908072127e+13	296.0
MTN174	24.375	121.305	147	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	61.69	5.42	9.64	9.22	203.8	14721900.MNS	NANO	2.01908072127e+13	264.0
TCU188	24.3367	121.308	322	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	62.0	6.94	22.32	14.5	180.0	D2221900.SMT	SMTA	2.01908072127e+13	260.0
HWA015	23.9717	121.5627	337	3	24.43635	121.909666667	24.15	6.24	445.5997	244.0	62.27	5.34	10.54	8.72	120.0	D3721900.SMT	SMTA	2.01908072127e+13	214.0
HWA016	23.9617	121.5685	127	3	24.43635	121.909666667	24.15	6.24	579.598145286	51.4122	62.83	5.54	12.46	8.94	54.0	12721900.CVA	CVA	2.01908072128e+13	213.0
TAP036	24.9017	121.5535	381	4	24.43635	121.909666667	24.15	6.24	535.123286823	64.0126	62.96	20.0	47.58	31.08	240.0	N8121900.SMT	SMTA	2.01908072127e+13	325.0
MTN134	24.5783	121.3033	414	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	63.47	13.86	28.5	31.7	214.7	41421900.MNS	NANO	2.01908072127e+13	285.0
TAP074	24.9517	121.6367	413	4	24.43635	121.909666667	24.15	6.24	984.52	10.0	63.55	24.78	43.66	44.14	240.0	O1321900.SMT	SMTA	2.01908072127e+13	334.0
TAP069	25.0067	121.9972	150	3	24.43635	121.909666667	24.15	6.24	804.56	29.0	63.81	3.5	10.22	13.86	60.0	L5021900.SMT	SMTA	2.01908072128e+13	8.0
MTN141	24.3167	121.2935	077	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	63.88	5.4	9.2	10.56	72.0	T077001.356	A900	2.01908072128e+13	258.0
TAP113	24.9817	121.6892	153	4	24.43635	121.909666667	24.15	6.24	612.8077	17.0	64.41	21.66	33.44	23.5	240.0	L5321900.SMT	SMTA	2.01908072127e+13	340.0
TAP080	25.0167	121.9488	229	4	24.43635	121.909666667	24.15	6.24	401.7678	25.5	64.44	18.46	41.18	31.46	206.6	22921900.MNS	NANO	2.01908072127e+13	4.0
MTN116	25.0017	121.7472	407	4	24.43635	121.909666667	24.15	6.24	821.6	19.0	64.74	37.66	53.62	53.22	210.0	40721900.MNS	NANO	2.01908072127e+13	345.0
TAP079	25.0217	121.9147	294	4	24.43635	121.909666667	24.15	6.24	584.67	16.0	64.86	10.78	40.26	23.98	240.0	M9421900.SMT	SMTA	2.01908072127e+13	0.0
HWA029	23.935	121.5777	388	3	24.43635	121.909666667	24.15	6.24	597.1338	195.0	64.94	3.46	8.24	7.84	207.8	38821900.MNS	NANO	2.01908072127e+13	211.0
TCU195	24.6067	121.2957	462	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	65.02	7.04	21.9	26.6	240.0	O6221900.SMT	SMTA	2.01908072127e+13	287.0
TAP035	24.9217	121.5463	105	5	24.43635	121.909666667	24.15	6.24	404.6945	52.0	65.19	50.56	91.68	53.68	213.5	10521900.MNS	NANO	2.01908072127e+13	326.0
HWA017	23.9467	121.547	134	2	24.43635	121.909666667	24.15	6.24	584.6815	60.0	65.43	4.06	7.36	6.72	51.0	13421900.CVA	CVA	2.01908072128e+13	214.0
TRB010	25.0267	121.8732	015	4	24.43635	121.909666667	24.15	6.24	0.0	0.0	65.62	16.14	45.84	20.48	62.0	01521900.CVA	CVA	2.01908072128e+13	357.0
MTN138	24.7367	121.35	418	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	65.79	8.5	22.38	16.5	197.2	41821900.MNS	NANO	2.01908072127e+13	301.0
MTN106	25.0283	121.8322	017	4	24.43635	121.909666667	24.15	6.24	826.77	37.3	66.13	27.68	42.04	37.9	88.0	T017001.356	A900	2.01908072128e+13	353.0
MTN123	24.9333	121.5475	393	5	24.43635	121.909666667	24.15	6.24	0.0	0.0	66.17	30.06	96.76	73.72	213.1	39321900.MNS	NANO	2.01908072127e+13	326.0
TAP086	24.95	121.5755	339	4	24.43635	121.909666667	24.15	6.24	942.8038	21.0	66.22	24.6	29.03	31.62	160.0	33921900.MNS	NANO	2.01908072127e+13	329.0
TAP078	25.0333	121.8667	249	4	24.43635	121.909666667	24.15	6.24	738.9	21.0	66.29	13.68	40.32	24.82	208.5	24921900.MNS	NANO	2.01908072127e+13	356.0
TAP105	25.0417	121.9228	567	3	24.43635	121.909666667	24.15	6.24	1464.83	2.0	66.37	6.28	17.24	13.62	50.0	T567001.219	A900	2.01908072127e+13	1.0
MTN137	24.66	121.3012	411	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	66.44	6.96	10.08	11.18	196.2	41121900.MNS	NANO	2.01908072127e+13	292.0
TAP072	24.99	121.6587	223	4	24.43635	121.909666667	24.15	6.24	835.24	8.0	66.45	14.5	55.62	36.94	205.8	22321900.MNS	NANO	2.01908072127e+13	338.0
MTN122	24.8533	121.437	402	4	24.43635	121.909666667	24.15	6.24	848.17	9.0	66.54	10.28	21.2	26.68	205.0	40221900.MNS	NANO	2.01908072127e+13	314.0
HWA060	23.9033	121.6017	538	3	24.43635	121.909666667	24.15	6.24	555.88	36.0	66.8	5.9	14.34	18.66	120.0	F3821900.SMT	SMTA	2.01908072128e+13	208.0
MTN145	24.18	121.3123	423	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	66.9	6.96	10.9	7.94	209.0	42321900.MNS	NANO	2.01908072127e+13	245.0
TAP073	25.0067	121.6885	326	4	24.43635	121.909666667	24.15	6.24	659.15	22.0	67.11	19.6	58.64	48.02	240.0	N2621900.SMT	SMTA	2.01908072127e+13	341.0
HWA058	23.965	121.4928	532	3	24.43635	121.909666667	24.15	6.24	525.6702	71.0	67.15	6.22	9.96	13.0	120.0	F3221900.SMT	SMTA	2.01908072127e+13	219.0
TAP075	25.0267	121.7365	450	4	24.43635	121.909666667	24.15	6.24	851.06	30.0	67.8	23.28	46.84	46.38	214.5	45021900.MNS	NANO	2.01908072127e+13	345.0
TAP067	24.9767	121.5922	291	3	24.43635	121.909666667	24.15	6.24	814.9959	12.5	68.04	20.28	22.96	16.88	120.0	C9121900.SMT	SMTA	2.01908072127e+13	332.0
TAP034	24.9533	121.539	225	4	24.43635	121.909666667	24.15	6.24	372.223967384	195.0	68.47	31.74	46.08	39.02	211.3	22521900.MNS	NANO	2.01908072127e+13	327.0
TAP071	25.0017	121.6167	220	4	24.43635	121.909666667	24.15	6.24	831.3704	35.4	69.28	19.26	44.56	49.24	211.7	22021900.MNS	NANO	2.01908072127e+13	335.0
TAP077	25.0617	121.8512	235	4	24.43635	121.909666667	24.15	6.24	992.3917	5.5	69.61	14.36	30.64	31.48	240.0	M3521900.SMT	SMTA	2.01908072127e+13	355.0
HWA068	23.8967	121.5508	463	3	24.43635	121.909666667	24.15	6.24	0.0	0.0	69.95	4.66	7.86	9.12	225.7	46321900.MNS	NANO	2.01908072127e+13	211.0
MTN111	24.8717	121.4053	080	3	24.43635	121.909666667	24.15	6.24	814.05	12.0	70.26	9.3	20.56	16.42	76.0	T080001.356	A900	2.01908072128e+13	313.0
HWA018	23.9033	121.5325	111	3	24.43635	121.909666667	24.15	6.24	462.5699	224.0	70.26	4.62	8.2	5.48	54.0	11121900.CVA	CVA	2.01908072128e+13	213.0
