HWA018	23.9033	121.5325	111	5	16.8	97.98	129.12	101.94	81.0	11110800.CVA	CVA	20190418050105.0	189.0
HWA060	23.9033	121.6017	538	5	17.26	69.16	123.56	119.94	180.0	F3810800.SMT	SMTA	20190418050000.0	165.0
HWA068	23.8967	121.5508	463	5	17.41	91.66	180.04	136.3	234.5	46310800.MNS	NANO	20190418050012.0	183.0
HWA072	24.2067	121.4817	464	5	18.64	103.54	174.47	181.07	240.0	O6410800.SMT	SMTA	20190418050000.0	335.0
MTN160	24.205	121.4517	431	5	20.09	68.27	126.72	120.69	213.3	43110800.MNS	NANO	20190418050012.0	327.0
HWA051	23.8667	121.5568	206	5	20.68	133.26	189.82	179.68	180.0	C0610800.SMT	SMTA	20190418050000.0	181.0
HWA059	23.87	121.5073	544	5	21.01	104.1	112.3	143.96	180.0	F4410800.SMT	SMTA	20190418050000.0	195.0
MTN168	24.1917	121.3842	117	5	23.43	105.84	140.46	192.06	90.0	T117001.108	A900	20190418050048.0	311.0
HWA052	23.8183	121.4737	129	5	27.44	60.0	112.36	101.86	62.0	12910800.CVA	CVA	20190418045943.0	198.0
MTN145	24.18	121.3123	423	5	28.75	80.26	105.42	144.02	217.0	42310800.MNS	NANO	20190418050014.0	299.0
HWA020	23.8117	121.4417	494	6	29.38	86.54	252.64	201.92	120.0	E9410800.SMT	SMTA	20190418050000.0	204.0
HWA001	23.7883	121.56299999999999	305	5	29.39	42.42	108.78	130.66	222.2	30510800.MNS	NANO	20190418050015.0	179.0
HWA074	23.7867	121.5627	334	5	29.55	37.78	106.14	84.82	120.0	D3410800.SMT	SMTA	20190418050000.0	179.0
TCU130	24.1433	121.2725	540	5	30.77	86.5	115.14	119.34	180.0	F4010800.SMT	SMTA	20190418050000.0	289.0
HWA030	23.7833	121.456	356	5	31.73	76.14	107.56	130.88	217.6	35610800.MNS	NANO	20190418050014.0	199.0
TRB043	24.2967	121.7532	022	4	33.3	49.08	51.58	61.48	70.0	02210800.CVA	CVA	20190418050019.0	36.0
HWA045	24.3083	121.7495	309	5	34.2	75.68	123.48	114.74	180.0	D0910800.SMT	SMTA	20190418050000.0	34.0
HWA067	23.7533	121.4688	379	4	34.46	60.34	57.68	67.76	221.5	37910800.MNS	NANO	20190418050015.0	195.0
ILA053	24.3283	121.7393	280	5	35.53	72.58	114.04	98.04	120.0	C8010800.SMT	SMTA	20190418050000.0	31.0
MTN146	24.255	121.2598	430	5	37.72	32.18	99.14	107.7	90.0	T430001.245	A900	20190418050050.0	306.0
HWA035	23.73	121.4447	394	5	37.73	51.66	142.96	75.68	217.3	39410800.MNS	NANO	20190418050015.0	198.0
HWA043	23.7067	121.5475	516	4	38.39	20.98	45.64	36.34	180.0	F1610800.SMT	SMTA	20190418050000.0	182.0
MTN172	24.2467	121.2442	399	4	38.5	33.22	56.78	54.88	215.5	39910800.MNS	NANO	20190418050015.0	304.0
TCU206	24.2467	121.2437	196	4	38.55	34.02	64.12	59.82	240.0	L9610800.SMT	SMTA	20190418050000.0	304.0
MTN169	24.1467	121.1892	153	5	39.02	49.92	100.98	84.94	90.0	T153001.245	A900	20190418050056.0	285.0
MTN162	24.085	121.1738	168	4	39.34	31.1	41.4	43.04	234.7	16810800.MNS	NANO	20190418050016.0	275.0
TCU191	24.0817	121.1723	314	4	39.46	34.84	55.74	58.72	180.0	D1410800.SMT	SMTA	20190418050000.0	274.0
MTN141	24.3167	121.2935	077	5	39.72	33.1	60.9	107.14	85.0	T077001.245	A900	20190418050055.0	317.0
TCU188	24.3367	121.30799999999999	322	5	40.45	44.48	130.96	84.94	180.0	D2210800.SMT	SMTA	20190418050000.0	321.0
TCU202	23.9533	121.1758	286	4	40.54	47.62	69.58	58.58	120.0	C8610800.SMT	SMTA	20190418050000.0	254.0
HWA032	23.7083	121.4198	365	5	40.86	66.98	106.68	144.82	208.3	36510800.MNS	NANO	20190418050015.0	200.0
MTN175	24.3667	121.339	007	4	41.33	24.38	56.26	58.64	86.0	T007001.245	A900	20190418050055.0	327.0
MTN166	24.1217	121.1572	426	5	41.57	20.88	89.76	92.86	207.2	42610800.MNS	NANO	20190418050016.0	281.0
HWA033	23.6833	121.4827	331	4	41.69	41.44	65.38	67.54	180.0	D3110800.SMT	SMTA	20190418050000.0	191.0
MTN174	24.375	121.305	147	4	44.0	36.52	56.52	54.04	210.4	14710800.MNS	NANO	20190418050016.0	324.0
HWA006	23.67	121.4245	130	5	44.63	49.04	90.84	129.72	70.0	13010800.CVA	CVA	20190418045948.0	198.0
HWA044	23.6517	121.5363	327	4	44.66	13.92	26.6	20.34	205.4	32710800.MNS	NANO	20190418050021.0	183.0
HWA071	23.6683	121.4275	295	5	44.75	79.34	127.6	146.66	120.0	C9510800.SMT	SMTA	20190418050000.0	197.0
TRB038	23.665	121.4212	034	5	45.25	109.2	114.8	179.84	75.0	03410800.CVA	CVA	20190418045457.0	198.0
ILA050	24.425	121.749	634	5	45.44	55.64	177.2	185.44	67.0	63403100.EVT	K2	20190418050107.0	25.0
HWA005	23.66	121.4248	370	5	45.7	34.74	119.38	146.9	228.1	37010800.MNS	NANO	20190418050017.0	197.0
TCU088	24.2483	121.1618	514	5	45.8	22.6	82.5	47.74	180.0	F1410800.SMT	SMTA	20190418050000.0	298.0
ILA067	24.4367	121.3813	411	5	46.12	37.24	109.92	105.68	240.0	O1110800.SMT	SMTA	20190418050000.0	337.0
ILA075	24.445	121.7783	340	5	48.66	61.86	159.44	161.7	180.0	D4010800.SMT	SMTA	20190418050000.0	27.0
MTN129	24.4867	121.4267	109	4	49.85	45.1	63.86	73.42	87.0	T109001.245	A900	20190418050056.0	344.0
HWA002	23.5967	121.5202	365	3	50.68	8.94	15.76	16.42	240.0	N6510800.SMT	SMTA	20190418050000.0	184.0
MTN128	24.51	121.6113	126	5	50.78	48.14	83.7	50.04	215.7	12610800.MNS	NANO	20190418050017.0	6.0
ILA065	24.47	121.7777	491	5	51.17	102.6	154.08	229.82	180.0	E9110800.SMT	SMTA	20190418050000.0	26.0
TRB044	24.4633	121.801	018	5	51.54	134.58	200.12	126.72	76.0	01810800.CVA	CVA	20190418045742.0	28.0
ILA064	24.4733	121.7852	357	5	51.8	85.78	103.08	110.18	180.0	D5710800.SMT	SMTA	20190418050000.0	26.0
ILA062	24.465	121.8008	506	5	51.81	76.72	144.04	116.64	224.5	50610800.MNS	NANO	20190418050018.0	28.0
MTN181	24.535	121.5265	188	5	53.38	25.74	83.02	90.96	217.5	18810800.MNS	NANO	20190418050018.0	356.0
HWA034	23.5867	121.3837	391	4	54.67	31.68	63.28	56.28	210.1	39110800.MNS	NANO	20190418050019.0	199.0
MTN167	23.9583	121.005	118	4	57.34	35.4	31.42	47.9	213.4	11810800.MNS	NANO	20190418050018.0	259.0
MTN147	24.2017	121.006	076	4	58.55	18.72	24.76	39.84	89.0	T076001.245	A900	20190418050058.0	286.0
ILA061	24.52	121.8328	298	5	58.73	29.82	71.52	100.1	180.0	C9810800.SMT	SMTA	20190418050000.0	28.0
TCU074	23.96	120.9712	152	3	60.7	7.76	16.1	21.28	240.0	L5210800.SMT	SMTA	20190418050000.0	260.0
ILA074	24.6017	121.5128	676	4	60.9	16.86	34.5	72.28	60.0	G7610800.SMT	SMTA	20190418050100.0	356.0
MTN127	24.59	121.4118	184	4	61.24	19.9	32.02	34.84	212.2	18410800.MNS	NANO	20190418050020.0	346.0
TCU073	24.0117	120.9573	188	3	61.39	5.26	10.34	8.76	240.0	B8810800.SMT	SMTA	20190418050000.0	266.0
ILA063	24.6117	121.5258	415	4	61.97	25.62	73.62	53.72	240.0	O1510800.SMT	SMTA	20190418050000.0	357.0
HWA066	23.4817	121.5117	123	2	63.46	4.88	7.6	6.64	48.0	12310800.CVA	CVA	20190418045911.0	184.0
MTN134	24.5783	121.3033	414	4	63.73	21.58	35.74	53.44	220.6	41410800.MNS	NANO	20190418050020.0	336.0
HWA003	23.475	121.5055	367	2	64.3	4.2	7.44	6.24	240.0	N6710800.SMT	SMTA	20190418050000.0	185.0
TCU198	24.0333	120.9265	238	3	64.39	7.94	15.2	14.68	240.0	M3810800.SMT	SMTA	20190418050000.0	268.0
HWA036	23.4967	121.3745	354	4	64.46	13.68	28.46	20.9	208.4	35410800.MNS	NANO	20190418050022.0	197.0
TCU148	23.9533	120.9342	196	3	64.54	10.66	13.22	15.26	60.0	B9610800.SMT	SMTA	20190418050100.0	260.0
ILA060	24.575	121.8438	503	5	64.57	41.32	91.68	63.86	120.0	F0310800.SMT	SMTA	20190418050000.0	27.0
ILA025	24.6367	121.5737	417	5	64.65	44.68	172.56	57.5	240.0	O1710800.SMT	SMTA	20190418050000.0	1.0
MTN131	24.59	121.8108	061	5	64.7	50.1	116.7	69.7	78.0	T061001.245	A900	20190418050100.0	23.0
HWA021	23.5033	121.3298	495	4	65.29	12.72	30.36	30.34	60.0	E9510800.SMT	SMTA	20190418050100.0	201.0
TCU080	23.9	120.9378	422	3	65.49	6.8	9.48	12.88	240.0	O2210800.SMT	SMTA	20190418050000.0	255.0
TCU207	24.055	120.9117	178	3	65.85	6.26	8.22	7.12	240.0	L7810800.SMT	SMTA	20190418050000.0	270.0
ILA043	24.6267	121.7437	084	5	66.1	45.96	137.4	134.96	71.0	08410800.CVA	CVA	20190418050107.0	16.0
ILA076	24.6333	121.7168	521	5	66.17	60.54	158.48	106.22	120.0	F2110800.SMT	SMTA	20190418050100.0	14.0
ILA031	24.5967	121.8407	085	5	66.57	47.22	98.02	94.06	66.0	08510800.CVA	CVA	20190418050133.0	25.0
ILA007	24.5917	121.8535	064	5	66.67	56.92	141.0	108.94	82.0	06410800.CVA	CVA	20190418050121.0	27.0
MTN139	24.65	121.4748	424	4	66.69	24.86	35.04	53.82	210.4	42410800.MNS	NANO	20190418050020.0	353.0
TCU195	24.6067	121.2957	462	4	66.8	13.26	37.1	34.82	240.0	O6210800.SMT	SMTA	20190418050000.0	336.0
TRB041	24.6033	121.8325	020	5	66.87	47.66	205.92	146.12	75.0	02010802.CVA	CVA	20190418050033.0	25.0
TCU203	24.2767	120.9458	323	3	67.05	6.88	9.82	11.8	240.0	N2310800.SMT	SMTA	20190418050000.0	292.0
ILA071	24.6217	121.7942	091	5	67.21	51.96	165.96	115.76	72.0	09110800.CVA	CVA	20190418050044.0	21.0
ILA068	24.5967	121.8573	306	5	67.31	52.68	100.88	67.92	120.0	D0610800.SMT	SMTA	20190418050100.0	27.0
MTN136	24.505	121.1132	022	4	67.46	10.76	19.56	34.96	89.0	T022001.108	A900	20190418050100.0	318.0
ILA022	24.6667	121.6508	182	4	68.48	29.06	64.56	62.06	206.5	18210800.MNS	NANO	20190418050021.0	8.0
ILA052	24.6067	121.86	498	4	68.52	26.16	49.58	63.5	60.0	E9810800.SMT	SMTA	20190418050100.0	26.0
MND014	24.6017	121.8723	059	4	68.53	20.54	57.0	41.0	59.0	05910800.CVA	CVA	20190418045945.0	28.0
MTN148	24.17	120.8957	014	3	68.67	5.64	8.62	7.5	71.0	T014001.245	A900	20190418050106.0	281.0
TCU189	24.17	120.8948	458	3	68.75	5.84	9.82	6.78	240.0	O5810800.SMT	SMTA	20190418050000.0	281.0
HWA037	23.4517	121.3937	383	3	68.81	15.32	24.48	16.7	236.3	38310800.MNS	NANO	20190418050024.0	194.0
ILA032	24.6217	121.8347	420	5	68.81	41.88	60.76	100.32	210.5	42010800.MNS	NANO	20190418050021.0	24.0
TCU084	23.88	120.9082	203	3	68.96	6.08	14.54	14.72	120.0	C0310800.SMT	SMTA	20190418050100.0	254.0
HWA038	23.4583	121.3518	358	3	69.26	7.46	13.84	9.3	208.9	35810800.MNS	NANO	20190418050023.0	198.0
ILA023	24.6783	121.6095	454	4	69.34	25.48	66.46	51.18	216.1	45410800.MNS	NANO	20190418050021.0	4.0
ILA044	24.6533	121.7625	092	5	69.5	36.5	101.5	128.28	99.0	09210800.CVA	CVA	20190418050113.0	17.0
ILA047	24.6433	121.7942	470	5	69.51	35.4	91.46	143.22	300.0	O7010800.SMT	SMTA	20190418050000.0	20.0
TCU169	24.3967	120.9858	537	4	69.56	0.0	20.52	32.64	240.0	F3710800.SMT	SMTA	20190418050000.0	303.0
TCU142	23.98	120.8762	414	3	69.95	4.04	4.98	8.38	240.0	O1410800.SMT	SMTA	20190418050000.0	263.0
ILA046	24.665	121.7423	531	5	70.14	32.24	52.08	114.92	216.5	53110800.MNS	NANO	20190418050021.0	15.0
MTN180	24.3883	120.9713	434	2	70.25	7.14	6.18	7.64	199.5	43410800.MNS	NANO	20190418050024.0	302.0
ILA018	24.6783	121.6882	181	5	70.51	28.46	70.26	82.14	240.0	L8110800.SMT	SMTA	20190418050000.0	11.0
ILA006	24.6383	121.8327	062	5	70.52	37.16	88.24	128.04	80.0	06210800.CVA	CVA	20190418044647.0	23.0
MTN179	24.3583	120.9465	476	3	70.84	8.04	14.82	15.0	83.0	T476001.108	A900	20190418050102.0	299.0
TCU072	24.0383	120.85799999999999	428	3	71.33	4.66	8.44	12.06	240.0	O2810800.SMT	SMTA	20190418050000.0	269.0
TCU085	24.6733	121.3665	383	4	71.33	29.86	41.9	60.26	240.0	N8310800.SMT	SMTA	20190418050000.0	344.0
ILA058	24.6733	121.7575	109	5	71.59	28.92	165.6	128.42	91.0	10910800.CVA	CVA	20190418050055.0	16.0
ILA026	24.6733	121.7728	530	5	71.91	35.78	131.46	137.64	254.8	53010800.MNS	NANO	20190418050021.0	18.0
MTN137	24.66	121.3012	411	3	72.01	9.64	13.9	15.94	205.9	41110800.MNS	NANO	20190418050021.0	339.0
TCU089	23.905	120.8698	179	2	72.07	3.34	3.92	4.78	60.0	B7910800.SMT	SMTA	20190418050100.0	257.0
ILA059	24.665	121.8297	341	5	73.04	18.66	87.78	90.62	120.0	D4110800.SMT	SMTA	20190418050100.0	22.0
ILA027	24.6883	121.7667	298	5	73.38	19.48	83.02	60.22	300.0	M9810800.SMT	SMTA	20190418050000.0	17.0
ILA021	24.71	121.65299999999999	104	4	73.41	18.16	45.66	61.02	65.0	10410800.CVA	CVA	20190418050158.0	7.0
MTN132	24.575	121.1058	209	3	73.8	6.72	13.62	13.62	200.8	20910800.MNS	NANO	20190418050022.0	321.0
ILA042	24.6867	121.7987	509	5	74.22	26.36	89.82	62.16	262.5	50910800.MNS	NANO	20190418050022.0	19.0
ILA051	24.7167	121.6828	236	5	74.57	39.02	94.9	111.82	120.0	C3610800.SMT	SMTA	20190418050100.0	10.0
ILA072	24.7	121.7717	508	5	74.69	12.96	74.72	97.78	254.6	50810800.MNS	NANO	20190418050023.0	17.0
TCU193	24.5783	121.0863	343	3	75.35	7.98	9.64	18.4	240.0	N4310800.SMT	SMTA	20190418050000.0	320.0
ILA008	24.7067	121.7707	081	5	75.42	25.52	85.82	63.84	91.0	08110800.CVA	CVA	20190418050100.0	17.0
ILA005	24.6967	121.8127	061	5	75.67	23.14	85.42	75.72	92.0	06110800.CVA	CVA	20190418050054.0	20.0
MTN133	24.625	121.1485	116	3	75.72	7.2	11.54	14.92	212.7	11610800.MNS	NANO	20190418050025.0	327.0
HWA053	23.405	121.3203	113	3	75.78	8.1	10.4	10.84	47.0	11310800.CVA	CVA	20190418050056.0	199.0
ILA038	24.7183	121.744	335	4	76.06	17.98	39.22	59.26	300.0	N3510800.SMT	SMTA	20190418050000.0	14.0
TCU078	23.8083	120.8543	397	2	76.69	4.76	5.72	6.28	198.3	39710800.MNS	NANO	20190418050031.0	249.0
HWA039	23.3817	121.3593	363	3	77.09	5.34	8.94	10.0	213.5	36310800.MNS	NANO	20190418050031.0	195.0
ILA030	24.7233	121.7637	083	5	77.11	30.54	48.84	82.72	96.0	08310800.CVA	CVA	20190418050004.0	16.0
TCU069	24.2583	120.831	571	3	77.41	6.16	11.94	9.26	216.1	57110800.MNS	NANO	20190418050025.0	287.0
ILA013	24.7333	121.7377	087	4	77.43	22.88	77.48	64.82	96.0	08710800.CVA	CVA	20190418050114.0	14.0
MTN177	24.41	120.9027	063	3	77.49	7.0	11.56	12.22	84.0	T063001.245	A900	20190418050104.0	301.0
MTN176	24.465	120.9402	417	3	77.63	10.96	13.34	10.92	206.7	41710800.MNS	NANO	20190418050023.0	306.0
MTN178	24.3517	120.8657	539	3	77.82	13.46	23.66	22.24	233.9	53910800.MNS	NANO	20190418050023.0	295.0
ILA020	24.7533	121.6357	433	5	77.86	15.22	85.3	60.88	211.1	43310800.MNS	NANO	20190418050022.0	6.0
ILA041	24.7217	121.8003	145	5	77.89	17.12	59.48	93.28	104.0	14510800.CVA	CVA	20190418050119.0	18.0
TTN031	23.355	121.4673	549	3	77.89	5.64	18.56	15.48	210.9	54910800.MNS	NANO	20190418050026.0	187.0
ILA016	24.7467	121.6907	309	5	77.98	26.84	82.46	76.36	225.7	30910800.MNS	NANO	20190418050023.0	10.0
TCU209	24.6317	121.1177	427	3	78.09	5.62	7.34	8.04	240.0	O2710800.SMT	SMTA	20190418050000.0	325.0
TCU071	23.9833	120.7952	471	3	78.11	5.06	8.18	9.98	205.3	47110800.MNS	NANO	20190418050027.0	264.0
ILA037	24.7433	121.7228	485	5	78.12	22.16	62.2	91.3	230.4	48510800.MNS	NANO	20190418050023.0	12.0
MTN170	23.765	120.8557	416	3	78.43	7.32	13.52	14.82	197.9	41610800.MNS	NANO	20190418050032.0	246.0
MND001	24.2317	120.8117	499	3	78.46	6.02	9.94	9.42	50.0	T499001.108	A900	20190418050112.0	284.0
MTN138	24.7367	121.35	418	3	78.62	13.48	16.66	20.6	200.4	41810800.MNS	NANO	20190418050023.0	344.0
MTN153	24.7133	121.2692	166	3	78.76	5.86	7.88	9.04	72.0	T166001.108	A900	20190418050110.0	338.0
TCU174	24.2267	120.806	484	3	78.89	5.22	11.42	8.88	222.6	48410800.MNS	NANO	20190418050026.0	284.0
MTN150	24.2267	120.8053	043	3	78.96	6.1	9.4	9.34	78.0	T043001.245	A900	20190418050114.0	284.0
ILA004	24.7433	121.7907	522	4	79.84	13.62	45.76	75.32	262.1	52210800.MNS	NANO	20190418050023.0	17.0
ILA028	24.7533	121.7547	089	4	79.94	23.36	67.68	73.36	88.0	08910800.CVA	CVA	20190418050109.0	14.0
ILA055	24.7367	121.8162	304	4	79.95	17.68	73.92	77.08	120.0	D0410800.SMT	SMTA	20190418050100.0	19.0
ILA070	24.7533	121.7557	239	5	80.09	25.9	60.78	82.08	300.0	M3910800.SMT	SMTA	20190418050000.0	14.0
TRB039	24.7533	121.7587	016	4	80.11	15.4	43.92	61.68	95.0	01610800.CVA	CVA	20190418050047.0	15.0
TAP129	24.7767	121.5025	468	4	80.27	15.54	32.08	22.02	240.0	O6810800.SMT	SMTA	20190418050000.0	356.0
ILA039	24.7633	121.7298	317	4	80.45	16.72	59.44	51.2	300.0	N1710800.SMT	SMTA	20190418050000.0	12.0
TCU185	24.4217	120.8718	536	3	80.86	7.22	9.52	13.12	180.0	F3610800.SMT	SMTA	20190418050000.0	300.0
ILA049	24.7633	121.7563	288	4	81.09	16.2	39.96	45.16	120.0	C8810800.SMT	SMTA	20190418050100.0	14.0
ILA015	24.7783	121.6992	425	4	81.51	17.44	56.42	33.28	240.0	O2510800.SMT	SMTA	20190418050000.0	10.0
TCU025	24.705	121.1832	421	3	81.59	5.96	10.62	9.08	240.0	O2110800.SMT	SMTA	20190418050000.0	332.0
ILA029	24.77	121.7543	237	4	81.84	19.08	42.2	43.1	225.9	23710800.MNS	NANO	20190418050027.0	14.0
HWA073	23.3467	121.3192	529	3	82.05	4.1	8.9	10.54	60.0	F2910800.SMT	SMTA	20190418050100.0	197.0
HWA024	23.35	121.3053	523	2	82.1	6.42	6.5	6.28	60.0	F2310800.SMT	SMTA	20190418050100.0	198.0
TCU204	23.695	120.8532	183	3	82.11	5.5	10.8	9.66	240.0	L8310800.SMT	SMTA	20190418050000.0	241.0
ILA056	24.7583	121.8143	313	4	82.23	11.94	47.66	57.86	120.0	D1310800.SMT	SMTA	20190418050100.0	18.0
TTN001	23.315	121.4512	303	3	82.47	4.18	7.42	8.02	240.0	N0310800.SMT	SMTA	20190418050000.0	188.0
TCU077	23.8267	120.7873	497	3	82.5	4.4	11.48	13.3	214.1	49710800.MNS	NANO	20190418050034.0	252.0
ILA012	24.7783	121.744	079	4	82.51	19.82	32.26	47.42	87.0	07910800.CVA	CVA	20190418050050.0	13.0
ILA040	24.7717	121.7988	387	4	83.16	15.32	51.66	76.14	120.0	D8710800.SMT	SMTA	20190418050100.0	17.0
TCU143	23.8783	120.7633	578	3	83.27	9.36	16.28	16.92	226.5	57810800.MNS	NANO	20190418050028.0	257.0
TCU068	24.275	120.7732	537	3	83.55	4.8	13.68	8.1	217.9	53710800.MNS	NANO	20190418050032.0	287.0
MTN151	24.185	120.74799999999999	098	3	83.72	14.3	23.06	20.48	90.0	T098001.108	A900	20190418050105.0	280.0
HWA065	23.3283	121.3193	357	3	83.95	3.48	8.38	9.74	203.8	35710800.MNS	NANO	20190418050035.0	197.0
TRB034	23.33	121.3118	024	3	84.0	4.66	13.16	13.56	51.0	02410800.CVA	CVA	20190418050037.0	197.0
TCU045	24.5383	120.9205	523	3	84.23	8.36	11.74	8.62	209.0	52310800.MNS	NANO	20190418050025.0	310.0
HWA055	23.32	121.34	095	3	84.27	4.8	9.86	8.7	61.0	09510800.CVA	CVA	20190418050026.0	195.0
TCU046	24.465	120.8612	163	3	84.28	5.64	10.18	7.76	300.0	L6310800.SMT	SMTA	20190418045800.0	303.0
TCU067	24.09	120.7282	205	3	84.59	8.18	11.6	11.64	240.0	M0510800.SMT	SMTA	20190418050000.0	273.0
TCU196	23.6067	120.8852	377	3	84.64	4.46	10.04	12.98	120.0	D7710800.SMT	SMTA	20190418050100.0	234.0
TCU127	24.6283	121.0088	668	3	84.73	7.02	10.28	10.16	120.0	G6810800.SMT	SMTA	20190418050100.0	319.0
TCU023	24.72	121.14	569	4	85.11	9.74	18.18	25.66	234.1	56910800.MNS	NANO	20190418050025.0	330.0
TCU087	24.345	120.7808	908	3	85.43	9.6	16.44	10.26	120.0	J0810800.SMT	SMTA	20190418050100.0	292.0
TCU186	24.7983	121.3313	447	3	85.65	9.62	20.4	21.9	240.0	O4710800.SMT	SMTA	20190418050000.0	344.0
TCU197	24.6467	121.0163	465	3	85.68	8.48	13.16	10.48	240.0	O6510800.SMT	SMTA	20190418050000.0	320.0
TCU170	24.1533	120.7197	451	2	86.06	4.02	7.06	7.96	208.6	45110800.MNS	NANO	20190418050026.0	277.0
MTN143	24.7583	121.1997	418	3	86.23	8.84	20.92	18.64	85.0	T418001.245	A900	20190418050105.0	335.0
ILA034	24.8017	121.8142	236	3	86.76	10.12	17.52	23.1	300.0	M3610800.SMT	SMTA	20190418050000.0	17.0
MTN105	24.8383	121.5285	255	3	86.98	15.38	14.57	14.47	82.0	T255001.108	A900	20190418050101.0	358.0
TCU102	24.2467	120.7287	557	3	87.05	4.84	7.6	8.48	215.3	55710800.MNS	NANO	20190418050027.0	284.0
MTN125	24.8367	121.6482	141	4	87.21	10.66	34.34	19.98	204.9	14110800.MNS	NANO	20190418050026.0	6.0
TRB017	24.26	120.7308	010	2	87.24	3.72	6.58	7.8	56.0	01010800.CVA	CVA	20190418045944.0	285.0
TCU065	24.055	120.6998	165	4	87.39	10.68	25.36	20.84	233.0	16510800.MNS	NANO	20190418050026.0	270.0
TCU157	24.0417	120.6982	304	3	87.58	7.22	11.74	9.78	240.0	N0410800.SMT	SMTA	20190418050000.0	269.0
CHY121	23.4867	120.9592	535	3	87.64	0.0	12.24	13.58	120.0	F3510800.SMT	SMTA	20190418050100.0	224.0
ILA035	24.8217	121.7685	538	4	87.67	12.3	28.74	28.88	231.9	53810800.MNS	NANO	20190418050024.0	14.0
